ema1,stockId,ema5,ema13,ema50,ema200
25.4,4729,26.33,29.347,29.469,24.274
39.25,4735,39.4,39.298,39.92,39.656
145.0,4736,145.979,148.449,151.652,157.982
66.9,4737,67.09,67.838,68.163,69.169
57.6,4739,60.035,61.083,60.755,64.234
35.8,4741,37.068,38.977,40.789,40.881
88.0,4743,89.61,100.263,113.431,145.169
20.0,4744,20.121,20.28,20.819,23.404
20.5,4745,20.499,20.787,21.256,22.633
72.5,4746,72.236,76.64,82.448,91.861
73.6,4747,71.441,70.671,70.707,72.657
41.15,4754,41.238,41.185,41.156,41.849
130.5,4755,132.278,132.341,130.731,132.716
110.0,4760,111.292,115.773,120.14,114.135
942.0,4763,935.992,909.732,891.066,863.437
44.1,4764,44.383,44.598,44.696,43.224
314.0,4766,315.666,317.573,312.372,304.29
32.5,4767,33.271,34.306,34.81,33.159
177.0,4768,179.521,190.986,202.148,214.382
306.0,4770,310.325,319.831,329.291,352.804
172.5,4771,171.639,181.475,194.312,245.741
159.5,4772,160.51,163.476,169.033,184.624
11.9,4806,12.253,12.723,13.094,12.819
20.05,4807,19.95,21.886,23.63,21.638
32.05,4903,33.922,38.089,39.628,31.483
91.5,4904,90.558,89.885,89.563,86.212
79.9,4905,79.524,81.188,84.527,87.75
32.25,4906,33.08,34.979,36.122,36.943
65.9,4907,69.434,69.995,69.717,67.408
104.0,4908,106.286,102.708,100.086,96.514
119.0,4909,120.747,121.427,126.052,108.854
57.1,4911,57.833,57.509,57.069,57.565
120.5,4912,124.281,119.934,113.776,108.022
76.5,4915,77.882,79.532,82.033,83.752
30.05,4916,30.381,31.03,30.527,30.78
91.0,4919,92.255,93.479,92.804,104.439
35.2,4923,35.1,34.999,36.039,41.034
17.95,4924,17.913,17.671,18.16,18.593
35.7,4927,37.062,39.357,42.672,46.775
30.0,4930,30.109,30.746,31.582,32.236
55.6,4931,56.634,56.108,49.261,38.446
66.0,4933,67.513,66.759,66.936,64.281
13.0,4934,13.24,13.888,14.996,19.744
61.9,4935,62.369,63.66,65.456,62.929
92.3,4938,93.873,95.674,97.795,97.703
19.05,4939,19.484,20.171,20.567,20.806
41.4,4942,41.265,41.405,42.017,43.279
13.2,4943,13.572,14.661,15.748,17.558
72.0,4945,72.51,73.959,76.508,84.338
37.1,4946,37.667,38.283,38.637,41.068
22.9,4949,23.051,23.439,23.695,27.246
13.85,4950,13.94,14.104,13.518,13.956
66.9,4951,67.101,68.934,70.388,73.557
52.9,4952,52.229,52.278,53.001,54.818
120.5,4953,125.743,122.583,119.607,122.733
33.45,4956,34.512,36.016,35.464,28.827
116.5,4958,116.528,116.269,116.749,117.678
13.0,4960,13.022,12.959,13.046,13.427
229.5,4961,231.938,238.463,245.84,249.439
792.0,4966,766.33,732.993,726.145,800.78
79.2,4967,79.624,85.145,91.202,99.806
208.5,4968,210.803,203.308,194.401,188.78
89.9,4971,91.398,90.58,85.109,70.925
23.85,4972,24.289,25.146,25.648,26.93
30.25,4973,30.895,32.092,32.487,34.969
102.5,4974,97.475,93.909,93.774,84.596
36.15,4976,35.772,36.98,38.721,41.975
138.0,4977,139.331,132.24,121.199,97.248
174.5,4979,176.897,177.862,164.521,141.687
78.4,4987,78.692,81.504,79.333,70.392
17.25,4989,18.345,19.577,20.383,22.697
96.8,4991,96.016,95.144,83.429,55.788
101.0,4994,102.715,105.177,106.251,103.375
68.0,4995,68.432,71.313,72.781,66.733
33.25,4999,33.469,33.78,34.074,34.436
54.2,5007,54.432,54.909,55.39,56.041
45.4,5009,46.652,47.52,47.543,48.182
20.3,5011,20.349,20.589,21.407,23.121
32.5,5013,32.684,32.877,33.137,33.887
13.95,5014,14.305,15.038,15.811,15.888
36.4,5015,36.991,38.109,39.342,42.465
27.55,5016,27.463,27.53,27.572,27.903
29.0,5201,28.587,27.987,27.815,28.749
23.5,5202,24.638,25.442,25.448,23.045
84.5,5203,84.783,85.424,87.757,92.532
40.4,5206,41.223,40.641,40.253,38.548
176.5,5209,176.483,177.172,178.408,180.893
28.5,5210,29.084,29.909,30.011,31.217
26.8,5211,26.775,26.931,26.793,26.435
30.6,5213,31.01,31.405,32.366,35.467
45.15,5215,45.957,46.914,47.536,49.677
22.0,5220,22.288,23.087,23.979,25.667
119.0,5222,119.939,126.177,131.862,148.249
30.9,5223,31.155,30.879,31.08,34.117
126.5,5225,125.818,127.918,129.248,118.136
39.8,5227,39.595,39.991,38.397,39.118
18.3,5228,18.483,19.513,20.302,21.51
29.0,5230,29.177,30.56,31.852,31.934
193.0,5234,198.61,211.436,214.916,180.243
150.0,5236,150.752,155.517,161.011,160.23
66.3,5243,64.766,67.174,66.413,63.022
48.35,5244,49.772,48.272,45.884,43.682
33.5,5245,33.804,34.271,34.945,36.046
24.85,5251,24.517,25.662,26.961,28.89
80.7,5258,82.295,89.02,98.402,115.02
150.0,5263,153.04,159.988,166.188,157.854
2075.0,5269,1948.812,1798.482,1728.533,1721.923
28.9,5272,29.271,29.905,30.73,31.983
3820.0,5274,3832.758,3995.49,4133.359,3961.544
20.1,5276,20.459,20.744,20.165,17.852
37.25,5278,43.174,169.715,223.035,236.453
104.0,5283,104.059,104.383,104.389,106.649
156.5,5284,160.88,159.253,152.134,140.224
49.1,5285,49.891,52.784,56.517,63.346
187.0,5287,186.483,185.131,185.681,192.4
193.0,5288,194.632,195.42,198.888,198.427
212.5,5289,215.08,227.758,242.644,273.505
24.2,5291,24.324,24.857,25.701,27.105
156.5,5292,158.957,161.875,162.887,157.858
87.0,5299,87.971,90.252,93.533,104.356
9.3,5301,9.247,9.199,9.146,9.839
9.8,5302,9.922,10.256,10.653,11.247
125.0,5306,125.82,126.472,131.009,138.131
38.8,5309,39.677,41.451,40.25,38.07
48.1,5310,48.049,47.891,47.593,42.996
109.5,5312,110.127,108.877,106.306,100.138
511.0,5314,475.742,412.825,340.826,235.84
21.1,5315,22.524,22.583,21.63,19.72
59.9,5321,60.772,61.86,62.538,69.142
13.0,5324,13.276,13.018,12.737,12.639
17.35,5328,17.51,16.778,16.193,15.504
40.7,5340,41.508,42.915,43.771,48.447
18.6,5344,18.834,18.42,18.52,19.347
28.8,5345,28.66,29.059,28.831,23.281
97.0,5347,93.479,92.6,95.693,98.753
18.05,5348,19.723,22.192,21.856,18.388
34.0,5351,33.494,34.263,35.759,41.243
32.55,5353,33.259,34.303,33.647,33.819
10.1,5355,10.253,10.376,10.801,11.201
30.6,5356,31.104,32.667,33.97,34.589
31.8,5364,32.876,32.595,33.944,30.204
80.0,5371,78.028,76.041,75.138,78.337
23.3,5381,24.103,25.214,26.161,28.309
86.1,5386,86.807,88.749,89.349,79.98
108.0,5388,110.835,111.484,111.014,113.91
28.8,5392,28.528,28.283,29.175,29.968
21.6,5398,21.379,21.881,21.196,18.838
116.5,5403,117.35,114.336,113.978,116.128
31.75,5410,31.976,32.108,32.518,34.083
55.2,5425,57.045,59.649,61.287,68.499
31.05,5426,31.692,32.654,32.263,30.824
151.5,5432,153.217,168.978,196.04,202.448
297.0,5434,298.995,301.109,298.918,269.353
29.35,5438,28.94,31.242,31.026,24.36
122.5,5439,120.345,110.32,102.356,98.443
120.0,5443,119.332,123.379,125.649,100.716
17.85,5450,18.135,18.443,18.572,19.186
31.9,5452,32.429,34.192,34.925,31.757
60.0,5455,60.408,61.176,62.509,59.797
58.0,5457,58.08,56.7,54.66,54.405
14.8,5460,15.539,16.885,17.441,16.219
24.4,5464,24.556,25.045,25.999,28.654
38.65,5465,39.022,39.503,37.956,38.131
21.0,5468,21.09,21.741,22.301,21.696
49.25,5469,49.902,51.33,52.126,53.079
39.2,5471,39.587,41.894,43.412,47.047
161.0,5474,153.698,153.177,156.314,151.55
12.65,5475,12.98,13.446,13.669,13.522
129.0,5478,129.83,131.338,131.802,132.659
30.15,5481,30.03,28.181,26.806,20.93
142.0,5483,146.396,153.857,160.856,179.707
60.5,5484,56.067,54.327,57.014,53.402
37.4,5487,37.293,37.514,37.62,34.906
12.6,5488,13.054,14.184,14.237,13.382
39.1,5489,39.148,39.372,40.102,40.3
24.4,5490,24.79,25.712,26.14,26.712
75.9,5493,75.949,79.628,84.619,85.521
11.6,5498,11.83,12.273,12.773,13.367
138.5,5508,142.882,159.976,181.91,189.168
62.7,5511,62.717,62.394,61.69,63.408
9.91,5512,9.974,10.021,10.22,10.83
26.9,5515,27.353,26.999,25.727,22.782
18.0,5516,18.231,18.094,18.284,20.041
34.25,5519,34.935,35.586,36.793,38.992
81.4,5520,81.403,81.29,81.253,79.472
10.7,5521,10.833,11.156,11.445,11.792
80.3,5522,77.468,71.338,70.756,71.603
27.55,5523,27.638,28.138,29.015,29.281
33.05,5525,33.206,33.701,33.896,33.869
28.9,5529,29.077,28.437,27.909,27.418
54.1,5530,54.428,52.377,50.634,47.357
10.2,5531,10.506,10.835,10.76,10.663
20.3,5533,20.535,20.786,20.957,21.868
87.0,5534,87.529,87.988,91.441,99.223
356.5,5536,353.281,338.799,329.138,275.276
33.95,5538,33.604,33.686,34.225,34.045
22.55,5543,22.051,23.237,25.679,35.347
30.1,5546,30.014,29.901,29.826,30.737
26.95,5548,28.485,31.104,32.646,34.161
35.5,5601,35.717,36.155,36.324,36.345
26.65,5603,26.532,27.1,27.71,26.173
42.0,5604,42.022,42.146,42.241,42.722
43.65,5607,44.524,44.917,45.391,50.393
17.05,5608,17.244,17.766,17.999,18.969
81.3,5609,81.519,82.601,83.996,86.478
4.5,5701,4.514,4.627,4.731,5.324
18.1,5703,18.061,18.219,18.617,20.634
35.35,5704,35.42,36.768,38.178,42.866
67.6,5706,65.884,64.184,62.95,65.666
14.85,5864,15.131,15.973,16.755,18.381
111.5,5871,116.103,122.999,131.658,151.446
40.15,5876,40.424,39.731,39.581,41.712
25.0,5880,25.047,25.163,25.314,25.794
39.85,5902,39.815,39.686,39.516,38.021
189.0,5903,188.935,189.435,189.233,189.909
492.0,5904,480.725,480.533,490.73,505.489
14.3,5905,14.395,14.952,15.744,15.528
54.0,5906,54.151,55.387,56.948,60.847
11.8,5907,12.259,12.203,11.752,10.86
23.65,6005,23.655,23.103,22.627,21.478
10.75,6015,10.886,11.407,11.592,11.727
13.45,6016,13.513,13.712,13.901,14.496
18.8,6020,18.805,18.965,19.031,19.06
23.65,6021,23.782,24.072,24.121,22.04
88.7,6023,89.156,89.647,88.951,83.23
57.6,6024,58.38,58.484,57.848,55.611
12.3,6026,12.422,12.686,12.881,13.478
38.0,6101,37.726,37.865,38.505,41.266
52.9,6103,50.643,49.299,48.311,41.044
162.0,6104,164.162,158.004,148.654,125.363
17.15,6108,17.305,16.752,16.87,18.458
12.15,6109,12.297,12.783,13.239,13.877
57.2,6111,58.04,60.015,61.261,65.927
50.1,6112,51.351,50.575,49.484,54.137
20.5,6113,21.35,22.57,23.904,26.227
31.2,6114,31.87,33.956,35.612,34.126
51.7,6115,51.968,52.433,52.656,52.178
8.2,6116,8.404,8.753,8.925,9.65
92.5,6117,93.908,97.418,99.335,95.503
23.4,6118,23.766,23.075,22.738,23.596
12.95,6120,13.106,13.349,13.644,14.413
391.5,6121,387.679,383.167,374.457,377.791
52.1,6122,51.917,51.379,51.454,53.887
56.7,6123,56.705,57.13,58.311,62.931
30.7,6124,31.605,33.027,33.887,34.34
81.4,6125,83.039,84.76,86.95,87.279
29.05,6126,29.359,30.391,31.163,32.128
26.9,6127,27.589,28.735,28.568,27.706
34.0,6128,34.423,35.064,35.496,36.099
16.9,6129,17.327,18.422,19.44,22.91
23.6,6130,24.238,25.332,26.446,28.607
20.0,6133,20.563,21.724,21.995,19.822
29.75,6134,30.81,33.171,33.435,28.045
22.65,6136,22.604,22.608,22.628,22.444
178.0,6138,178.626,177.428,181.057,187.68
206.0,6139,212.56,223.0,225.053,214.089
25.3,6140,25.928,25.003,25.044,27.23
14.25,6141,14.213,13.663,13.552,15.062
11.15,6142,11.371,11.541,11.5,10.929
108.5,6143,110.216,116.311,121.319,118.741
34.5,6144,37.922,43.765,56.485,55.478
201.5,6146,200.889,203.63,208.235,222.003
63.4,6147,63.475,63.84,64.189,66.901
25.5,6148,26.144,26.655,26.977,28.328
70.8,6150,71.717,74.276,74.321,76.67
42.1,6151,43.122,47.056,47.963,39.157
12.35,6152,12.479,13.382,14.339,14.01
15.75,6153,16.079,17.002,18.169,20.282
15.85,6154,15.86,15.925,15.99,16.251
26.1,6155,26.418,26.853,27.12,27.272
26.05,6156,26.715,28.28,29.437,27.833
28.1,6158,28.638,29.643,30.179,30.695
23.05,6160,22.946,23.909,24.738,25.256
49.5,6161,50.213,50.614,50.883,49.813
22.65,6163,23.136,23.975,24.345,23.401
14.05,6164,14.397,14.882,14.858,14.493
44.5,6165,44.678,45.278,44.414,40.722
73.8,6166,73.827,73.701,72.5,70.252
13.8,6167,14.048,14.982,15.203,15.341
20.1,6168,20.584,21.582,22.067,22.998
49.4,6170,49.642,49.477,48.765,50.045
40.85,6171,41.001,41.116,41.048,39.671
42.75,6173,43.37,44.557,45.347,46.762
24.05,6174,24.658,24.978,23.729,22.483
38.8,6175,39.619,40.317,39.309,38.485
193.5,6176,194.155,194.015,194.991,183.977
42.7,6177,43.24,43.692,45.495,48.661
27.35,6179,27.636,28.7,29.596,30.624
79.2,6180,80.447,82.678,81.696,78.654
26.7,6182,27.119,28.811,29.969,34.731
83.6,6183,83.03,81.885,80.347,75.671
51.8,6184,51.787,51.739,51.814,52.332
14.5,6185,14.684,14.948,15.194,15.858
60.9,6186,61.638,62.353,66.138,74.969
424.5,6187,418.535,437.219,438.315,345.077
102.5,6188,99.979,98.257,98.175,96.074
82.2,6189,81.824,84.058,84.768,81.997
34.45,6190,34.742,34.997,35.559,36.177
52.0,6191,52.425,54.563,56.638,61.032
110.0,6192,108.825,108.388,109.948,108.462
36.6,6194,36.934,38.16,39.272,38.48
35.4,6195,35.765,36.626,37.295,39.437
146.5,6196,146.687,148.709,150.222,151.503
148.5,6197,149.333,154.052,158.112,148.675
41.45,6198,41.6,41.471,42.402,46.04
122.5,6199,119.319,103.577,87.008,55.345
56.8,6201,57.403,57.696,57.678,58.156
49.05,6202,48.429,50.467,51.674,55.232
64.4,6203,65.686,65.098,66.479,75.876
65.0,6204,68.237,74.231,82.987,103.538
71.8,6205,72.243,72.326,71.418,72.104
84.3,6206,85.298,84.655,84.938,83.749
54.4,6207,54.67,58.462,62.604,61.074
51.1,6208,52.292,54.206,55.485,55.03
25.3,6209,24.998,25.059,25.292,26.462
22.0,6210,22.591,23.453,23.865,25.203
58.0,6212,58.266,58.909,62.889,69.813
78.4,6213,77.877,77.534,77.844,85.303
139.5,6214,147.278,142.781,136.821,125.358
72.1,6215,68.564,63.235,62.723,55.052
41.0,6216,41.563,42.322,43.521,41.927
39.45,6217,39.908,41.21,42.601,43.99
27.55,6218,28.034,28.745,29.561,28.518
39.25,6219,40.448,40.281,40.287,39.111
27.05,6220,27.226,27.574,27.101,25.686
61.8,6221,62.58,64.517,67.585,73.447
29.5,6222,28.604,28.657,29.006,29.657
913.0,6223,874.403,831.581,802.344,622.875
57.8,6224,59.249,62.773,64.612,61.707
13.4,6225,14.031,14.947,15.321,14.963
9.2,6226,9.111,9.379,9.614,10.106
77.3,6227,75.612,73.577,72.736,68.183
29.7,6228,30.034,32.76,37.249,37.64
31.2,6229,31.146,31.563,32.68,34.03
205.0,6230,203.141,206.87,212.944,222.624
423.5,6231,424.678,452.32,473.805,407.42
28.75,6233,29.065,29.947,30.703,32.647
27.4,6234,26.757,26.786,26.772,27.375
67.8,6235,69.022,69.931,70.517,81.333
47.2,6237,47.885,48.916,49.202,50.64
115.5,6239,116.811,121.265,126.904,142.121
20.1,6240,20.328,21.049,21.853,22.635
14.4,6241,14.963,16.327,17.099,16.004
42.95,6242,43.013,43.229,43.574,47.676
47.95,6243,48.897,49.569,50.132,54.271
22.1,6244,22.925,23.821,24.355,26.277
88.8,6245,89.684,90.939,91.111,94.943
15.4,6246,16.138,18.251,19.692,17.979
27.4,6248,27.773,28.364,29.092,30.146
67.6,6257,68.393,70.038,71.966,72.413
19.6,6259,19.665,19.762,20.031,21.091
61.1,6261,61.528,63.629,66.013,68.877
148.5,6263,152.137,158.202,162.187,160.316
8.8,6264,8.933,9.14,9.697,10.732
10.65,6265,10.905,11.256,11.657,12.174
33.65,6266,33.643,33.388,32.919,32.734
63.5,6269,64.224,66.618,70.385,80.673
26.15,6270,26.125,26.607,27.208,27.278
133.5,6271,132.698,130.865,131.956,140.846
179.0,6274,180.386,173.682,170.364,161.542
45.55,6275,46.35,48.101,49.012,50.667
32.15,6276,32.706,34.098,36.8,46.649
76.6,6277,76.678,77.481,78.036,79.462
105.0,6278,105.252,104.745,106.298,108.862
176.5,6279,176.622,173.913,172.261,165.647
82.1,6281,82.357,82.868,83.159,83.826
30.6,6282,31.074,32.395,32.959,35.724
26.3,6283,26.505,27.696,28.363,28.794
77.8,6284,78.53,79.864,81.635,82.663
119.5,6285,119.602,118.898,119.342,128.968
14.0,6287,14.367,14.215,14.281,15.2
27.2,6288,27.61,28.788,28.88,29.313
71.0,6290,71.859,73.235,75.772,78.734
94.1,6291,94.839,95.625,100.609,131.255
53.0,6292,54.137,57.36,60.337,65.069
60.7,6294,62.536,67.758,77.041,95.273
33.85,6405,34.509,38.07,39.239,32.809
1845.0,6409,1880.385,1925.57,1971.483,1873.741
90.6,6411,91.534,93.95,94.862,98.689
115.5,6412,120.382,123.298,125.111,132.57
290.0,6414,293.613,301.412,302.141,300.726
405.5,6415,405.836,427.115,446.494,440.393
107.5,6416,108.224,119.299,129.214,128.373
103.5,6417,104.484,105.922,105.543,105.207
19.85,6418,19.986,20.073,20.496,21.676
104.0,6419,105.181,106.676,108.916,102.557
96.5,6423,94.479,91.9,91.251,94.114
81.4,6425,82.544,83.232,80.638,68.546
88.0,6426,92.644,87.794,80.218,71.48
14.35,6431,14.701,15.699,16.66,16.827
28.0,6432,28.689,29.679,30.648,33.144
92.1,6435,92.145,94.114,96.605,100.591
198.0,6438,191.475,200.44,194.513,152.849
37.0,6441,37.229,38.835,40.217,42.872
554.0,6442,572.505,538.64,501.936,360.245
18.7,6443,19.234,19.884,20.845,24.648
565.0,6446,574.216,585.605,602.819,547.707
144.0,6449,145.847,147.991,150.676,134.973
224.5,6451,235.788,234.223,230.271,210.293
47.15,6456,48.118,50.403,53.086,59.257
63.7,6457,62.289,62.09,61.966,58.908
26.7,6461,27.148,27.546,27.95,28.561
184.0,6462,186.957,186.355,192.85,205.774
79.8,6464,80.11,80.326,80.382,82.647
21.1,6465,21.544,22.568,22.756,22.694
152.5,6469,154.638,164.534,173.532,224.393
50.6,6470,52.312,52.902,52.188,54.586
741.0,6472,752.691,778.732,773.429,751.356
28.35,6477,29.049,30.306,31.593,35.589
49.5,6482,49.542,49.972,50.239,51.507
48.45,6485,49.571,52.66,55.379,68.379
80.7,6486,81.372,83.335,84.21,84.392
386.5,6488,394.998,412.874,426.662,477.935
364.0,6491,360.173,367.821,380.673,411.273
42.5,6492,42.756,44.578,46.497,47.844
50.9,6494,51.86,52.988,54.933,62.412
29.95,6496,29.964,29.926,29.948,29.984
40.3,6499,40.924,42.723,43.82,45.282
66.7,6504,66.968,68.188,69.008,71.035
36.2,6505,37.345,40.584,44.497,57.667
17.2,6506,17.407,17.74,18.036,17.969
29.75,6508,29.764,29.992,30.361,31.683
38.0,6509,38.676,40.356,40.964,40.608
833.0,6510,854.503,799.478,713.385,575.757
23.25,6512,23.625,23.678,23.46,23.157
1100.0,6515,1111.746,1177.906,1211.205,1068.984
66.0,6516,66.363,67.014,67.964,72.796
61.5,6517,62.975,68.408,71.065,74.302
149.5,6523,150.105,152.026,152.508,154.65
65.4,6525,66.512,68.789,69.393,68.419
736.0,6526,714.497,668.375,646.52,624.619
86.0,6527,86.606,87.858,88.391,87.002
73.3,6530,75.233,76.797,74.589,60.551
340.0,6531,321.553,312.736,310.758,335.651
69.4,6532,70.9,72.667,72.874,69.967
402.0,6533,399.137,389.473,386.002,398.664
82.0,6534,81.908,81.934,81.088,81.35
176.0,6535,185.848,256.34,284.76,236.274
102.5,6538,103.975,109.1,116.733,137.518
62.0,6541,63.318,66.338,65.944,61.353
60.1,6542,60.742,60.677,59.835,59.124
128.5,6546,134.19,137.756,144.985,148.073
34.1,6547,35.045,37.329,39.646,47.98
33.5,6548,34.104,34.859,35.841,37.049
45.15,6550,46.901,49.855,51.739,60.917
36.9,6552,37.36,39.036,41.31,43.493
83.8,6556,84.653,88.038,91.727,97.342
34.75,6558,36.274,35.659,31.29,26.307
30.6,6560,31.001,30.921,31.541,33.064
475.0,6561,477.486,494.335,492.323,440.055
123.0,6568,123.146,124.967,126.287,132.801
145.0,6569,148.648,153.467,159.407,172.836
48.45,6570,48.929,50.757,52.425,54.928
15.2,6573,15.415,15.453,15.601,15.126
55.0,6574,55.106,55.421,54.577,52.497
73.8,6576,73.832,75.983,77.447,83.386
88.2,6577,89.201,90.953,92.921,106.222
20.15,6578,19.901,19.431,19.962,22.11
121.0,6579,122.263,124.311,130.316,147.045
116.0,6581,117.419,115.833,114.581,107.153
60.9,6582,61.963,62.537,62.523,59.435
170.5,6584,173.257,174.761,174.652,168.219
136.5,6585,137.098,137.486,142.649,155.242
42.45,6588,44.28,42.866,40.594,36.818
74.6,6589,74.371,83.541,86.155,88.61
74.9,6590,74.419,72.725,72.285,77.22
49.85,6591,50.481,51.823,51.485,52.353
77.0,6592,79.113,83.059,87.222,101.464
74.0,6593,75.861,78.615,80.433,95.166
76.6,6596,75.942,74.57,73.592,69.786
20.65,6598,21.022,22.005,22.472,23.242
16.55,6603,16.704,17.318,17.973,18.085
220.5,6605,224.101,232.519,237.088,222.234
27.2,6606,27.54,28.099,28.448,27.725
79.8,6609,79.133,83.315,85.875,66.791
117.0,6612,118.254,123.295,130.413,136.526
185.0,6613,186.951,188.6,184.785,173.027
39.9,6615,40.236,41.716,44.414,48.732
10.9,6616,11.037,11.572,12.005,13.159
108.0,6617,104.428,107.454,110.177,120.704
38.3,6624,38.121,37.772,37.888,39.662
85.0,6625,85.546,85.465,85.8,89.128
121.5,6629,123.017,126.357,128.088,113.195
95.2,6637,96.425,99.83,100.215,102.483
762.0,6640,771.012,785.679,799.632,656.719
33.65,6641,34.313,35.804,37.511,40.674
68.9,6642,69.769,70.06,69.338,64.554
821.0,6643,775.055,742.318,772.942,955.122
25.75,6645,25.784,26.532,27.242,31.792
34.45,6649,34.985,35.328,34.92,32.84
87.0,6651,88.014,92.601,94.28,87.489
42.75,6654,42.748,43.69,44.489,46.314
128.0,6655,128.39,128.003,129.723,129.11
54.1,6657,53.147,53.814,53.296,54.867
76.6,6658,74.939,79.826,82.403,68.422
23.95,6661,23.826,24.1,24.463,24.83
34.8,6662,34.96,35.345,35.705,35.763
245.5,6664,247.285,257.999,269.39,248.905
50.2,6666,50.851,54.207,56.69,61.16
185.0,6667,185.445,191.645,199.395,183.35
48.4,6668,49.317,50.128,49.863,51.958
2605.0,6669,2513.689,2287.585,2147.704,2075.351
307.5,6670,307.723,308.315,303.329,280.041
42.0,6671,41.991,42.04,42.346,42.775
64.1,6672,64.818,67.618,69.137,75.582
23.75,6674,24.44,25.969,25.996,25.782
344.0,6679,330.936,327.432,332.03,354.968
87.4,6680,88.322,88.985,88.981,86.554
357.0,6683,342.872,337.663,343.504,333.878
75.3,6684,73.446,66.725,65.54,71.5
102.0,6689,106.792,101.316,98.451,102.894
210.0,6690,209.259,210.725,213.018,204.482
394.5,6691,384.197,348.11,332.942,338.095
37.1,6692,37.591,37.936,38.597,37.399
81.9,6693,83.019,83.159,83.227,78.662
69.0,6695,66.212,61.851,60.012,60.555
46.0,6697,46.536,46.57,46.046,46.98
36.0,6698,36.51,37.893,39.42,39.011
159.0,6703,157.715,159.439,169.511,217.223
141.0,6706,146.658,157.632,159.639,126.627
43.0,6708,43.059,43.825,43.114,43.806
172.5,6712,173.988,176.431,178.637,188.026
168.5,6715,170.752,174.329,174.216,170.31
80.9,6716,82.067,85.915,90.775,102.122
222.0,6719,222.813,227.742,233.882,253.869
151.0,6720,158.917,163.606,163.779,163.614
57.7,6721,57.644,57.497,56.533,53.83
84.8,6727,83.994,84.831,83.227,73.559
123.0,6728,123.452,124.577,124.595,127.659
252.0,6732,261.81,277.296,279.745,311.92
34.1,6733,33.766,35.283,36.194,36.776
58.0,6735,59.99,63.493,67.43,73.402
197.5,6739,198.358,193.064,188.902,171.205
87.2,6741,89.024,89.121,89.2,92.037
54.5,6742,55.406,58.981,61.945,65.007
41.3,6743,42.44,46.123,50.034,55.109
55.0,6751,56.771,57.902,57.735,63.76
134.5,6752,139.022,130.846,125.396,121.581
102.0,6753,102.452,105.162,110.515,115.176
64.5,6754,65.388,67.755,69.349,67.186
130.5,6756,129.523,135.237,145.203,176.753
75.5,6757,76.349,76.212,71.343,57.295
91.0,6761,91.696,92.509,94.848,95.438
269.5,6762,272.049,274.35,276.579,272.444
64.6,6763,65.789,69.713,93.546,255.224
31.6,6767,32.158,32.38,32.582,34.185
130.0,6768,133.232,137.392,130.251,103.409
15.1,6770,15.388,16.623,17.915,22.036
57.2,6771,58.116,58.419,59.735,65.659
60.5,6776,60.003,58.583,57.897,58.309
912.0,6781,934.629,889.342,774.144,652.669
182.5,6782,184.845,196.378,208.238,228.277
137.0,6785,142.97,150.286,160.411,202.375
243.5,6788,238.65,239.787,244.349,212.517
271.0,6789,268.043,270.454,276.821,284.696
42.4,6790,43.461,45.169,46.384,47.544
137.0,6791,141.879,139.353,128.549,103.683
64.2,6792,65.617,65.454,65.229,72.155
70.6,6794,70.664,72.093,73.761,76.127
82.1,6796,82.732,84.681,85.021,88.144
97.6,6799,96.954,99.475,103.828,125.361
281.5,6803,282.969,281.766,282.848,292.612
30.2,6804,30.492,31.264,32.234,40.025
882.0,6805,955.495,949.591,899.052,765.197
114.0,6806,115.781,120.95,124.029,128.722
87.3,6807,85.317,85.194,82.656,66.261
270.0,6811,280.645,269.946,260.669,262.819
42.5,6821,43.386,46.889,46.745,43.12
63.5,6823,63.635,64.422,65.728,67.504
121.0,6829,121.356,120.279,119.623,116.175
157.5,6830,159.165,167.49,172.278,158.859
33.2,6834,33.777,33.589,34.383,33.985
41.0,6835,41.649,43.769,46.08,48.135
38.05,6838,38.725,40.189,41.345,42.002
52.6,6840,51.761,52.187,55.207,65.037
72.6,6841,74.255,76.708,79.259,87.662
51.3,6843,51.902,51.847,51.417,53.834
148.0,6844,148.687,152.624,156.741,165.722
76.9,6846,76.151,76.491,76.817,77.636
160.5,6854,161.804,153.163,140.715,108.141
157.5,6855,156.458,149.383,145.534,131.504
64.0,6856,63.797,63.803,64.32,65.831
187.5,6859,184.481,186.14,174.929,147.091
60.0,6861,61.258,62.268,63.398,71.712
179.0,6862,180.686,181.555,197.394,234.883
239.0,6863,236.146,234.669,241.139,223.068
62.4,6865,61.942,60.23,57.377,56.352
176.5,6869,174.82,179.026,189.821,182.367
250.0,6870,253.924,248.133,237.67,201.899
212.0,6873,213.988,213.307,219.016,206.47
94.1,6874,95.409,95.233,96.375,103.432
53.6,6875,54.414,56.987,59.233,67.864
93.5,6877,93.406,86.179,79.859,63.365
237.0,6881,235.947,232.386,229.052,230.643
32.05,6885,31.35,31.091,31.041,31.01
390.5,6890,388.204,390.434,383.85,312.241
187.5,6894,189.125,191.366,192.267,197.196
185.0,6895,186.953,184.383,185.685,171.988
51.7,6899,52.021,53.786,55.305,59.921
32.8,6901,33.424,35.252,36.248,39.701
135.0,6902,134.592,139.528,143.056,154.675
121.0,6903,122.337,128.306,135.222,159.635
138.0,6904,138.852,140.828,143.756,159.668
152.5,6906,159.127,169.251,170.157,165.623
131.0,6913,134.463,133.528,128.952,124.368
115.0,6914,116.699,118.967,124.641,148.67
